"bodyid","type","cbf","m.type","c.type","cbf.change","class","cell.type","ItoLee_Hemilineage","Hartenstein_Hemilineage","FAFB.match","FAFB.match.quality","LM.match","LM.match.quality","published","type.change","pnt"
"542652400","LH047a","ADL19","ADL19i","ADL19a_pct",FALSE,"LHN","LHAV7a4","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"608188506","LH047a","ADL19","ADL19i","ADL19a_pct",FALSE,"LHN","LHAV7a4","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"608534083","LH047a","ADL19","ADL19i","ADL19a_pct",FALSE,"LHN","LHAV7a4","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"5813010471","LH047a","ADL19","ADL19i","ADL19a_pct",FALSE,"LHN","LHAV7a4","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"456432557","LH047b","ADL19","ADL19i","ADL19i_pct",FALSE,"LHN","LHAV7a1a","primary","primary","none","none","none","none",TRUE,FALSE,"LHAV7"
"580231908","LH047b","ADL19","ADL19i","ADL19i_pct",FALSE,"LHN","LHAV7a1a","primary","primary","4176088","good","L2001#1","good",TRUE,FALSE,"LHAV7"
"821625208","LH047b","ADL19","ADL19i","ADL19i_pct",FALSE,"LHN","LHAV7a1a","primary","primary","none","none","none","none",TRUE,FALSE,"LHAV7"
"329216050","LH047c","ADL19","ADL19i","ADL19t_pct",FALSE,"LHN","LHAV7a3a","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"5813079244","LH047c","ADL19","ADL19i","ADL19t_pct",FALSE,"LHN","LHAV7a3a","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"452673242","LH047d","ADL19","ADL19i","ADL19u_pct",FALSE,"LHN","LHAV7a3b","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"541970375","LH047d","ADL19","ADL19i","ADL19u_pct",FALSE,"LHN","LHAV7a3b","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"602990602","LH047e","ADL19","ADL19i","ADL19w_pct",FALSE,"LHN","LHAV7a1b","primary","primary","none","none","none","none",TRUE,FALSE,"LHAV7"
"604722017","LH047e","ADL19","ADL19i","ADL19w_pct",FALSE,"LHN","LHAV7a1b","primary","primary","none","none","none","none",TRUE,FALSE,"LHAV7"
"453031248","LH048a","ADL19","ADL19k","ADL19k_pct",FALSE,"LHN","LHAV7a7","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"515096130","LH048a","ADL19","ADL19k","ADL19k_pct",FALSE,"LHN","LHAV7a7","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"609233083","LH048b","ADL19","ADL19k","ADL19oa_pct",FALSE,"LHN","LHAV7a6","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"732686529","LH049a","ADL19","ADL19j","ADL19j_pct",FALSE,"LHN","LHAV7a5","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"791307174","LH049a","ADL19","ADL19j","ADL19j_pct",FALSE,"LHN","LHAV7a5","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"853376855","LH049a","ADL19","ADL19j","ADL19j_pct",FALSE,"LHN","LHAV7a5","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"761636549","LH049b","ADL19","ADL19j","ADL19v_pct",FALSE,"LHN","LHAV7a2","primary","primary","none","none","none","none",FALSE,FALSE,"LHAV7"
"577464071","AVL08j_pct","AVL08",NA,NA,FALSE,NA,"LHAV7b1",NA,NA,"none","none","none","none",TRUE,TRUE,"LHAV7"
"423351806","AVL08j_pct","AVL08",NA,NA,FALSE,NA,"LHAV7b1",NA,NA,"none","none","none","none",TRUE,TRUE,"LHAV7"
"513741732","AVL08j_pct","AVL08",NA,NA,FALSE,NA,"LHAV7b1",NA,NA,"none","none","none","none",TRUE,TRUE,"LHAV7"
"517479202","AVL08j_pct","AVL08",NA,NA,FALSE,NA,"LHAV7b1",NA,NA,"none","none","none","none",TRUE,TRUE,"LHAV7"
"576161592","AVL08j_pct","AVL08",NA,NA,FALSE,NA,"LHAV7b1",NA,NA,"none","none","none","none",TRUE,TRUE,"LHAV7"
"5813049045","AVL08j_pct","AVL08",NA,NA,FALSE,NA,"LHAV7b2",NA,NA,"none","none","none","none",FALSE,TRUE,"LHAV7"
"5813071354","AVL06ot_pct","AVL06",NA,NA,FALSE,NA,"LHAV7c1b",NA,NA,"none","none","none","none",TRUE,TRUE,"LHAV7"
"361614914","AVL06j_pct","AVL06",NA,NA,FALSE,NA,"LHAV7c1a",NA,NA,"none","none","none","none",TRUE,FALSE,"LHAV7"
"451982195","AVL06j_pct","AVL06",NA,NA,FALSE,NA,"LHAV7c1a",NA,NA,"none","none","none","none",TRUE,FALSE,"LHAV7"
"760993807","AVL06ot_pct","AVL06",NA,NA,FALSE,NA,"LHAV7c2",NA,NA,"none","none","none","none",FALSE,TRUE,"LHAV7"
"636789034","AVL23c_pct","AVL23",NA,NA,FALSE,NA,"LHAV8a1",NA,NA,"57110","good","none","none",FALSE,FALSE,"LHAV8"
